model,train_ratio,reduction_train,reduction_test,f_score
LinearSVC,0.9,0.99,0.75,0.34973821989528797
LinearSVC,0.9,0.99,0.99,0.023217247097844115
LinearSVC,0.9,0.99,0.999,0.0
LinearSVC,0.9,0.999,0.0,0.3206816421378776
LinearSVC,0.9,0.999,0.25,0.3206831119544592
LinearSVC,0.9,0.999,0.5,0.27421383647798747
LinearSVC,0.9,0.999,0.75,0.20626151012891344
LinearSVC,0.9,0.999,0.99,0.006756756756756756
LinearSVC,0.9,0.999,0.999,0.0
LogisticRegression,0.5,0.0,0.0,0.613823201055516
LogisticRegression,0.5,0.0,0.25,0.5690202785243098
LogisticRegression,0.5,0.0,0.5,0.47882938978829387
LogisticRegression,0.5,0.0,0.75,0.32692307692307687
LogisticRegression,0.5,0.0,0.99,0.018604651162790697
LogisticRegression,0.5,0.0,0.999,0.001356391997287216
LogisticRegression,0.5,0.25,0.0,0.6240372922578029
LogisticRegression,0.5,0.25,0.25,0.5690036900369004
LogisticRegression,0.5,0.25,0.5,0.4758609844315144
LogisticRegression,0.5,0.25,0.75,0.3290211297973264
LogisticRegression,0.5,0.25,0.99,0.020854355869492094
LogisticRegression,0.5,0.25,0.999,0.002061855670103093
LogisticRegression,0.5,0.5,0.0,0.6156830712681234
LogisticRegression,0.5,0.5,0.25,0.5635126777983921
LogisticRegression,0.5,0.5,0.5,0.46962025316455697
LogisticRegression,0.5,0.5,0.75,0.3282871972318339
LogisticRegression,0.5,0.5,0.99,0.02092473844076949
LogisticRegression,0.5,0.5,0.999,0.0013797861331493618
LogisticRegression,0.5,0.75,0.0,0.6189456510655654
LogisticRegression,0.5,0.75,0.25,0.562755544542188
LogisticRegression,0.5,0.75,0.5,0.47809643870154434
LogisticRegression,0.5,0.75,0.75,0.3269731136166522
LogisticRegression,0.5,0.75,0.99,0.020304568527918784
LogisticRegression,0.5,0.75,0.999,0.0020739716557207056
LogisticRegression,0.5,0.99,0.0,0.5968618603220182
LogisticRegression,0.5,0.99,0.25,0.5463777089783282
LogisticRegression,0.5,0.99,0.5,0.45853658536585373
LogisticRegression,0.5,0.99,0.75,0.3113308965813803
LogisticRegression,0.5,0.99,0.99,0.018530774321641297
LogisticRegression,0.5,0.99,0.999,0.0013508949679162444
LogisticRegression,0.5,0.999,0.0,0.20451640391989775
LogisticRegression,0.5,0.999,0.25,0.21721198790211713
LogisticRegression,0.5,0.999,0.5,0.19187898089171976
LogisticRegression,0.5,0.999,0.75,0.14152966404574696
LogisticRegression,0.5,0.999,0.99,0.04266666666666667
LogisticRegression,0.5,0.999,0.999,0.006006006006006006
LogisticRegression,0.75,0.0,0.0,0.6266531027466938
LogisticRegression,0.75,0.0,0.25,0.5774369124195944
LogisticRegression,0.75,0.0,0.5,0.4899904671115348
LogisticRegression,0.75,0.0,0.75,0.3442188879082083
LogisticRegression,0.75,0.0,0.99,0.021261516654854717
LogisticRegression,0.75,0.0,0.999,0.00145032632342277
LogisticRegression,0.75,0.25,0.0,0.6210398050365558
LogisticRegression,0.75,0.25,0.25,0.5777450257921887
LogisticRegression,0.75,0.25,0.5,0.4868961161982948
LogisticRegression,0.75,0.25,0.75,0.34120734908136485
LogisticRegression,0.75,0.25,0.99,0.01819454163750875
LogisticRegression,0.75,0.25,0.999,0.0014295925661186562
LogisticRegression,0.75,0.5,0.0,0.6334805299076677
LogisticRegression,0.75,0.5,0.25,0.5715691096901132
LogisticRegression,0.75,0.5,0.5,0.4916901850109752
LogisticRegression,0.75,0.5,0.75,0.34850455136540964
LogisticRegression,0.75,0.5,0.99,0.020833333333333332
LogisticRegression,0.75,0.5,0.999,0.0014204545454545455
LogisticRegression,0.75,0.75,0.0,0.6262019230769231
LogisticRegression,0.75,0.75,0.25,0.563159185675742
LogisticRegression,0.75,0.75,0.5,0.47934918648310393
LogisticRegression,0.75,0.75,0.75,0.33835557468790356
LogisticRegression,0.75,0.75,0.99,0.020477815699658702
LogisticRegression,0.75,0.75,0.999,0.0013956734124214935
LogisticRegression,0.75,0.99,0.0,0.6107784431137724
LogisticRegression,0.75,0.99,0.25,0.5809450038729667
LogisticRegression,0.75,0.99,0.5,0.4890829694323144
LogisticRegression,0.75,0.99,0.75,0.3507779349363508
LogisticRegression,0.75,0.99,0.99,0.020280811232449302
LogisticRegression,0.75,0.99,0.999,0.001597444089456869
LogisticRegression,0.75,0.999,0.0,0.26128266033254155
LogisticRegression,0.75,0.999,0.25,0.22470942746448558
LogisticRegression,0.75,0.999,0.5,0.21269296740994853
LogisticRegression,0.75,0.999,0.75,0.16881998277347116
LogisticRegression,0.75,0.999,0.99,0.017006802721088437
LogisticRegression,0.75,0.999,0.999,0.0
LogisticRegression,0.9,0.0,0.0,0.6294779938587513
LogisticRegression,0.9,0.0,0.25,0.5820895522388061
LogisticRegression,0.9,0.0,0.5,0.5146014206787687
LogisticRegression,0.9,0.0,0.75,0.3492769744160178
LogisticRegression,0.9,0.0,0.99,0.014440433212996387
LogisticRegression,0.9,0.0,0.999,0.0
LogisticRegression,0.9,0.25,0.0,0.6321243523316062
LogisticRegression,0.9,0.25,0.25,0.59875
LogisticRegression,0.9,0.25,0.5,0.49469387755102046
LogisticRegression,0.9,0.25,0.75,0.3530751708428246
LogisticRegression,0.9,0.25,0.99,0.02602230483271376
LogisticRegression,0.9,0.25,0.999,0.0
LogisticRegression,0.9,0.5,0.0,0.6184615384615384
LogisticRegression,0.9,0.5,0.25,0.58008658008658
LogisticRegression,0.9,0.5,0.5,0.5007898894154819
LogisticRegression,0.9,0.5,0.75,0.34983498349834985
LogisticRegression,0.9,0.5,0.99,0.014234875444839857
LogisticRegression,0.9,0.5,0.999,0.0
LogisticRegression,0.9,0.75,0.0,0.631905007743934
LogisticRegression,0.9,0.75,0.25,0.5710659898477157
LogisticRegression,0.9,0.75,0.5,0.490228013029316
LogisticRegression,0.9,0.75,0.75,0.35107587768969417
LogisticRegression,0.9,0.75,0.99,0.02214022140221402
LogisticRegression,0.9,0.75,0.999,0.0
LogisticRegression,0.9,0.99,0.0,0.6224696356275303
LogisticRegression,0.9,0.99,0.25,0.5707257072570725
LogisticRegression,0.9,0.99,0.5,0.4641148325358852
LogisticRegression,0.9,0.99,0.75,0.3605150214592274
LogisticRegression,0.9,0.99,0.99,0.020761245674740483
LogisticRegression,0.9,0.99,0.999,0.0
LogisticRegression,0.9,0.999,0.0,0.3232323232323232
LogisticRegression,0.9,0.999,0.25,0.32221163012392756
LogisticRegression,0.9,0.999,0.5,0.27594936708860757
LogisticRegression,0.9,0.999,0.75,0.2048417132216015
LogisticRegression,0.9,0.999,0.99,0.006872852233676976
LogisticRegression,0.9,0.999,0.999,0.0
Perceptron,0.5,0.0,0.0,0.5415251620870639
Perceptron,0.5,0.0,0.25,0.5389408099688473
Perceptron,0.5,0.0,0.5,0.48653061224489796
Perceptron,0.5,0.0,0.75,0.37886251679355126
Perceptron,0.5,0.0,0.99,0.04241071428571429
Perceptron,0.5,0.0,0.999,0.0
Perceptron,0.5,0.25,0.0,0.6171827931076033
Perceptron,0.5,0.25,0.25,0.5751868460388639
Perceptron,0.5,0.25,0.5,0.49524187153053134
Perceptron,0.5,0.25,0.75,0.3713956170703576
Perceptron,0.5,0.25,0.99,0.029181865554976552
Perceptron,0.5,0.25,0.999,0.003227541689080151
Perceptron,0.5,0.5,0.0,0.6019202363367798
Perceptron,0.5,0.5,0.25,0.5660319878141662
Perceptron,0.5,0.5,0.5,0.49506545820745207
Perceptron,0.5,0.5,0.75,0.3672866843814585
Perceptron,0.5,0.5,0.99,0.023732470334412083
Perceptron,0.5,0.5,0.999,0.0022234574763757642
Perceptron,0.5,0.75,0.0,0.5153226945346702
Perceptron,0.5,0.75,0.25,0.445584881068752
Perceptron,0.5,0.75,0.5,0.352556708958093
Perceptron,0.5,0.75,0.75,0.21473041231058382
Perceptron,0.5,0.75,0.99,0.010743061772605193
Perceptron,0.5,0.75,0.999,0.0009044317154054868
Perceptron,0.5,0.99,0.0,0.5658198614318706
Perceptron,0.5,0.99,0.25,0.543731778425656
Perceptron,0.5,0.99,0.5,0.4939009210853871
Perceptron,0.5,0.99,0.75,0.39028213166144204
Perceptron,0.5,0.99,0.99,0.02292768959435626
Perceptron,0.5,0.99,0.999,0.003676470588235294
Perceptron,0.5,0.999,0.0,0.11486331265793705
Perceptron,0.5,0.999,0.25,0.11951951951951953
Perceptron,0.5,0.999,0.5,0.10026385224274408
Perceptron,0.5,0.999,0.75,0.09149277688603533
Perceptron,0.5,0.999,0.99,0.04580152671755725
Perceptron,0.5,0.999,0.999,0.0
Perceptron,0.75,0.0,0.0,0.562958240357029
Perceptron,0.75,0.0,0.25,0.5008415934168693
Perceptron,0.75,0.0,0.5,0.4042746703046839
Perceptron,0.75,0.0,0.75,0.2561576354679803
Perceptron,0.75,0.0,0.99,0.014134275618374558
Perceptron,0.75,0.0,0.999,0.0007961783439490445
Perceptron,0.75,0.25,0.0,0.44179507367000337
Perceptron,0.75,0.25,0.25,0.3724993669283363
Perceptron,0.75,0.25,0.5,0.2847222222222222
Perceptron,0.75,0.25,0.75,0.166525924674886
Perceptron,0.75,0.25,0.99,0.007650493255486209
Perceptron,0.75,0.25,0.999,0.0004055972419387548
Perceptron,0.75,0.5,0.0,0.39780621572212066
Perceptron,0.75,0.5,0.25,0.3763802208353336
Perceptron,0.75,0.5,0.5,0.38263229308005425
Perceptron,0.75,0.5,0.75,0.34647550776583036
Perceptron,0.75,0.5,0.99,0.037037037037037035
Perceptron,0.75,0.5,0.999,0.0
Perceptron,0.75,0.75,0.0,0.5533313414998506
Perceptron,0.75,0.75,0.25,0.512006196746708
Perceptron,0.75,0.75,0.5,0.4815803523758675
Perceptron,0.75,0.75,0.75,0.41580756013745707
Perceptron,0.75,0.75,0.99,0.03991130820399113
Perceptron,0.75,0.75,0.999,0.0
Perceptron,0.75,0.99,0.0,0.2411286874732792
Perceptron,0.75,0.99,0.25,0.2709605774569684
Perceptron,0.75,0.99,0.5,0.24398340248962652
Perceptron,0.75,0.99,0.75,0.2616822429906542
Perceptron,0.75,0.99,0.99,0.02531645569620253
Perceptron,0.75,0.99,0.999,0.0
Perceptron,0.75,0.999,0.0,0.27677100494233936
Perceptron,0.75,0.999,0.25,0.24554126918291164
Perceptron,0.75,0.999,0.5,0.22904109589041094
Perceptron,0.75,0.999,0.75,0.16748768472906403
Perceptron,0.75,0.999,0.99,0.018691588785046728
Perceptron,0.75,0.999,0.999,0.0
Perceptron,0.9,0.0,0.0,0.5222672064777327
Perceptron,0.9,0.0,0.25,0.5165562913907286
Perceptron,0.9,0.0,0.5,0.45796460176991155
Perceptron,0.9,0.0,0.75,0.36184210526315785
Perceptron,0.9,0.0,0.99,0.03215434083601286
Perceptron,0.9,0.0,0.999,0.0
Perceptron,0.9,0.25,0.0,0.5618066561014263
Perceptron,0.9,0.25,0.25,0.5037037037037037
Perceptron,0.9,0.25,0.5,0.40965207631874295
Perceptron,0.9,0.25,0.75,0.2587562544674768
Perceptron,0.9,0.25,0.99,0.013552758954501452
Perceptron,0.9,0.25,0.999,0.0
Perceptron,0.9,0.5,0.0,0.5240174672489083
Perceptron,0.9,0.5,0.25,0.45978947368421047
Perceptron,0.9,0.5,0.5,0.36673346693386777
Perceptron,0.9,0.5,0.75,0.23005565862708718
Perceptron,0.9,0.5,0.99,0.008038585209003217
Perceptron,0.9,0.5,0.999,0.0
Perceptron,0.9,0.75,0.0,0.5317796610169492
Perceptron,0.9,0.75,0.25,0.45458281956432395
Perceptron,0.9,0.75,0.5,0.36558094312105005
Perceptron,0.9,0.75,0.75,0.22302158273381298
Perceptron,0.9,0.75,0.99,0.01079414032382421
Perceptron,0.9,0.75,0.999,0.0
Perceptron,0.9,0.99,0.0,0.5207356653443923
Perceptron,0.9,0.99,0.25,0.45150501672240806
Perceptron,0.9,0.99,0.5,0.3461730865432716
Perceptron,0.9,0.99,0.75,0.22249388753056235
Perceptron,0.9,0.99,0.99,0.01103230890464933
Perceptron,0.9,0.99,0.999,0.0
Perceptron,0.9,0.999,0.0,0.3107255520504732
Perceptron,0.9,0.999,0.25,0.30843840931134825
Perceptron,0.9,0.999,0.5,0.2654639175257732
Perceptron,0.9,0.999,0.75,0.1804222648752399
Perceptron,0.9,0.999,0.99,0.0
Perceptron,0.9,0.999,0.999,0.0
RandomForestClassifier,0.5,0.0,0.0,0.6762324193777525
RandomForestClassifier,0.5,0.0,0.25,0.6482809339952197
RandomForestClassifier,0.5,0.0,0.5,0.6161693445549604
RandomForestClassifier,0.5,0.0,0.75,0.5062205062205063
RandomForestClassifier,0.5,0.0,0.99,0.04994054696789536
RandomForestClassifier,0.5,0.0,0.999,0.0026075619295958283
RandomForestClassifier,0.5,0.25,0.0,0.6455409687641467
RandomForestClassifier,0.5,0.25,0.25,0.6290259992239038
RandomForestClassifier,0.5,0.25,0.5,0.599562363238512
RandomForestClassifier,0.5,0.25,0.75,0.5166120729995319
RandomForestClassifier,0.5,0.25,0.99,0.06470588235294117
RandomForestClassifier,0.5,0.25,0.999,0.009693053311793215
RandomForestClassifier,0.5,0.5,0.0,0.6263074484944532
RandomForestClassifier,0.5,0.5,0.25,0.6067230356774592
RandomForestClassifier,0.5,0.5,0.5,0.5719402985074626
RandomForestClassifier,0.5,0.5,0.75,0.5113098369279327
RandomForestClassifier,0.5,0.5,0.99,0.06464646464646465
RandomForestClassifier,0.5,0.5,0.999,0.009049773755656108
RandomForestClassifier,0.5,0.75,0.0,0.5388030545196236
RandomForestClassifier,0.5,0.75,0.25,0.5331465919701214
RandomForestClassifier,0.5,0.75,0.5,0.5212368331634387
RandomForestClassifier,0.5,0.75,0.75,0.48075709779179815
RandomForestClassifier,0.5,0.75,0.99,0.12162162162162163
RandomForestClassifier,0.5,0.75,0.999,0.008733624454148471
RandomForestClassifier,0.5,0.99,0.0,0.011770726714431936
RandomForestClassifier,0.5,0.99,0.25,0.014986376021798364
RandomForestClassifier,0.5,0.99,0.5,0.013292433537832311
RandomForestClassifier,0.5,0.99,0.75,0.010245901639344263
RandomForestClassifier,0.5,0.99,0.99,0.0
RandomForestClassifier,0.5,0.99,0.999,0.0
RandomForestClassifier,0.5,0.999,0.0,0.0015432098765432098
RandomForestClassifier,0.5,0.999,0.25,0.000686106346483705
RandomForestClassifier,0.5,0.999,0.5,0.0
RandomForestClassifier,0.5,0.999,0.75,0.0
RandomForestClassifier,0.5,0.999,0.99,0.05
RandomForestClassifier,0.5,0.999,0.999,0.0
RandomForestClassifier,0.75,0.0,0.0,0.6559412926898108
RandomForestClassifier,0.75,0.0,0.25,0.6320754716981132
RandomForestClassifier,0.75,0.0,0.5,0.5854156042835289
RandomForestClassifier,0.75,0.0,0.75,0.4928270042194093
RandomForestClassifier,0.75,0.0,0.99,0.06341463414634146
RandomForestClassifier,0.75,0.0,0.999,0.005305039787798408
RandomForestClassifier,0.75,0.25,0.0,0.6403739409874378
RandomForestClassifier,0.75,0.25,0.25,0.6146230007616146
RandomForestClassifier,0.75,0.25,0.5,0.5793991416309012
RandomForestClassifier,0.75,0.25,0.75,0.48673376029277227
RandomForestClassifier,0.75,0.25,0.99,0.045454545454545456
RandomForestClassifier,0.75,0.25,0.999,0.006329113924050633
RandomForestClassifier,0.75,0.5,0.0,0.6028858218318696
RandomForestClassifier,0.75,0.5,0.25,0.5792304509722797
RandomForestClassifier,0.75,0.5,0.5,0.5705882352941176
RandomForestClassifier,0.75,0.5,0.75,0.520408163265306
RandomForestClassifier,0.75,0.5,0.99,0.05490196078431373
RandomForestClassifier,0.75,0.5,0.999,0.008547008547008546
RandomForestClassifier,0.75,0.75,0.0,0.530640668523677
RandomForestClassifier,0.75,0.75,0.25,0.5069508804448564
RandomForestClassifier,0.75,0.75,0.5,0.5093333333333334
RandomForestClassifier,0.75,0.75,0.75,0.4682440846824409
RandomForestClassifier,0.75,0.75,0.99,0.08633093525179857
RandomForestClassifier,0.75,0.75,0.999,0.0
RandomForestClassifier,0.75,0.99,0.0,0.09709662065683007
RandomForestClassifier,0.75,0.99,0.25,0.06576402321083172
RandomForestClassifier,0.75,0.99,0.5,0.07135969141755062
RandomForestClassifier,0.75,0.99,0.75,0.10922787193973635
RandomForestClassifier,0.75,0.99,0.99,0.08695652173913043
RandomForestClassifier,0.75,0.99,0.999,0.0
RandomForestClassifier,0.75,0.999,0.0,0.0
RandomForestClassifier,0.75,0.999,0.25,0.0
RandomForestClassifier,0.75,0.999,0.5,0.0
RandomForestClassifier,0.75,0.999,0.75,0.0
RandomForestClassifier,0.75,0.999,0.99,0.0
RandomForestClassifier,0.75,0.999,0.999,0.0
RandomForestClassifier,0.9,0.0,0.0,0.6596343178621659
RandomForestClassifier,0.9,0.0,0.25,0.6818580192813323
RandomForestClassifier,0.9,0.0,0.5,0.6211180124223603
RandomForestClassifier,0.9,0.0,0.75,0.5219206680584552
RandomForestClassifier,0.9,0.0,0.99,0.059171597633136085
RandomForestClassifier,0.9,0.0,0.999,0.0
RandomForestClassifier,0.9,0.25,0.0,0.6563649742457691
RandomForestClassifier,0.9,0.25,0.25,0.6580166821130676
RandomForestClassifier,0.9,0.25,0.5,0.6086956521739131
RandomForestClassifier,0.9,0.25,0.75,0.5070422535211266
RandomForestClassifier,0.9,0.25,0.99,0.04651162790697675
RandomForestClassifier,0.9,0.25,0.999,0.0
RandomForestClassifier,0.9,0.5,0.0,0.6339563862928349
RandomForestClassifier,0.9,0.5,0.25,0.6404040404040404
RandomForestClassifier,0.9,0.5,0.5,0.5829596412556054
RandomForestClassifier,0.9,0.5,0.75,0.5526315789473684
RandomForestClassifier,0.9,0.5,0.99,0.07058823529411765
RandomForestClassifier,0.9,0.5,0.999,0.0
RandomForestClassifier,0.9,0.75,0.0,0.5282685512367491
RandomForestClassifier,0.9,0.75,0.25,0.5419501133786848
RandomForestClassifier,0.9,0.75,0.5,0.5245346869712353
RandomForestClassifier,0.9,0.75,0.75,0.4675324675324675
RandomForestClassifier,0.9,0.75,0.99,0.1568627450980392
RandomForestClassifier,0.9,0.75,0.999,0.0
RandomForestClassifier,0.9,0.99,0.0,0.0297029702970297
RandomForestClassifier,0.9,0.99,0.25,0.032948929159802305
RandomForestClassifier,0.9,0.99,0.5,0.014962593516209474
RandomForestClassifier,0.9,0.99,0.75,0.01990049751243781
RandomForestClassifier,0.9,0.99,0.99,0.25
RandomForestClassifier,0.9,0.99,0.999,0.0
RandomForestClassifier,0.9,0.999,0.0,0.0
RandomForestClassifier,0.9,0.999,0.25,0.0
RandomForestClassifier,0.9,0.999,0.5,0.0
RandomForestClassifier,0.9,0.999,0.75,0.0
RandomForestClassifier,0.9,0.999,0.99,0.0
RandomForestClassifier,0.9,0.999,0.999,0.0
SGDClassifier,0.5,0.0,0.0,0.6193356470004957
SGDClassifier,0.5,0.0,0.25,0.5705791413961232
SGDClassifier,0.5,0.0,0.5,0.46319921491658483
SGDClassifier,0.5,0.0,0.75,0.2930466447026183
SGDClassifier,0.5,0.0,0.99,0.01919258769027134
SGDClassifier,0.5,0.0,0.999,0.0
SGDClassifier,0.5,0.25,0.0,0.6299262381454163
SGDClassifier,0.5,0.25,0.25,0.5505356311131812
SGDClassifier,0.5,0.25,0.5,0.457062543921293
SGDClassifier,0.5,0.25,0.75,0.3458502750538149
SGDClassifier,0.5,0.25,0.99,0.015063481816225521
SGDClassifier,0.5,0.25,0.999,0.0013032145960034751
SGDClassifier,0.5,0.5,0.0,0.6157729980813895
SGDClassifier,0.5,0.5,0.25,0.5817321903635827
SGDClassifier,0.5,0.5,0.5,0.4744155631845676
SGDClassifier,0.5,0.5,0.75,0.3815789473684211
SGDClassifier,0.5,0.5,0.99,0.01795020266357846
SGDClassifier,0.5,0.5,0.999,0.0015420200462606015
SGDClassifier,0.5,0.75,0.0,0.6075853589331315
SGDClassifier,0.5,0.75,0.25,0.5309789343246593
SGDClassifier,0.5,0.75,0.5,0.4476485648834389
SGDClassifier,0.5,0.75,0.75,0.36898096304591266
SGDClassifier,0.5,0.75,0.99,0.020913210177762286
SGDClassifier,0.5,0.75,0.999,0.002188183807439825
SGDClassifier,0.5,0.99,0.0,0.6062861059434055
SGDClassifier,0.5,0.99,0.25,0.5695026962252846
SGDClassifier,0.5,0.99,0.5,0.4615384615384615
SGDClassifier,0.5,0.99,0.75,0.31518746028383815
SGDClassifier,0.5,0.99,0.99,0.017119244391971666
SGDClassifier,0.5,0.99,0.999,0.0013328890369876706
SGDClassifier,0.5,0.999,0.0,0.15897895208240034
SGDClassifier,0.5,0.999,0.25,0.1758560650029019
SGDClassifier,0.5,0.999,0.5,0.15108834827144685
SGDClassifier,0.5,0.999,0.75,0.11865729898516783
SGDClassifier,0.5,0.999,0.99,0.05054151624548736
SGDClassifier,0.5,0.999,0.999,0.0
SGDClassifier,0.75,0.0,0.0,0.6283714226889027
SGDClassifier,0.75,0.0,0.25,0.6012058570198106
SGDClassifier,0.75,0.0,0.5,0.47141255605381166
SGDClassifier,0.75,0.0,0.75,0.3596914175506268
SGDClassifier,0.75,0.0,0.99,0.015789473684210523
SGDClassifier,0.75,0.0,0.999,0.0015026296018031556
SGDClassifier,0.75,0.25,0.0,0.6198409693297994
SGDClassifier,0.75,0.25,0.25,0.5815847938780547
SGDClassifier,0.75,0.25,0.5,0.47967980295566504
SGDClassifier,0.75,0.25,0.75,0.3494423791821561
SGDClassifier,0.75,0.25,0.99,0.020833333333333332
SGDClassifier,0.75,0.25,0.999,0.0020387359836901127
SGDClassifier,0.75,0.5,0.0,0.632649146364857
SGDClassifier,0.75,0.5,0.25,0.5723033443240697
SGDClassifier,0.75,0.5,0.5,0.523088023088023
SGDClassifier,0.75,0.5,0.75,0.3587609801202034
SGDClassifier,0.75,0.5,0.99,0.022932022932022934
SGDClassifier,0.75,0.5,0.999,0.0011702750146284377
SGDClassifier,0.75,0.75,0.0,0.6258001939864208
SGDClassifier,0.75,0.75,0.25,0.5420397466695785
SGDClassifier,0.75,0.75,0.5,0.49948471315699067
SGDClassifier,0.75,0.75,0.75,0.3174962292609351
SGDClassifier,0.75,0.75,0.99,0.017498713329902216
SGDClassifier,0.75,0.75,0.999,0.001619433198380567
SGDClassifier,0.75,0.99,0.0,0.6092362344582594
SGDClassifier,0.75,0.99,0.25,0.5357364822871349
SGDClassifier,0.75,0.99,0.5,0.46118192352259557
SGDClassifier,0.75,0.99,0.75,0.3629893238434164
SGDClassifier,0.75,0.99,0.99,0.019464720194647202
SGDClassifier,0.75,0.99,0.999,0.001234567901234568
SGDClassifier,0.75,0.999,0.0,0.2297250261051166
SGDClassifier,0.75,0.999,0.25,0.21943844492440606
SGDClassifier,0.75,0.999,0.5,0.19674039580908032
SGDClassifier,0.75,0.999,0.75,0.1453287197231834
SGDClassifier,0.75,0.999,0.99,0.014084507042253523
SGDClassifier,0.75,0.999,0.999,0.0
SGDClassifier,0.9,0.0,0.0,0.6209870627695256
SGDClassifier,0.9,0.0,0.25,0.549163179916318
SGDClassifier,0.9,0.0,0.5,0.5101580135440181
SGDClassifier,0.9,0.0,0.75,0.38216560509554137
SGDClassifier,0.9,0.0,0.99,0.01342281879194631
SGDClassifier,0.9,0.0,0.999,0.0
SGDClassifier,0.9,0.25,0.0,0.6355140186915889
SGDClassifier,0.9,0.25,0.25,0.5879518072289157
SGDClassifier,0.9,0.25,0.5,0.5051020408163265
SGDClassifier,0.9,0.25,0.75,0.38709677419354843
SGDClassifier,0.9,0.25,0.99,0.021840873634945402
SGDClassifier,0.9,0.25,0.999,0.0
SGDClassifier,0.9,0.5,0.0,0.6241610738255033
SGDClassifier,0.9,0.5,0.25,0.6121297602256701
SGDClassifier,0.9,0.5,0.5,0.4976671850699845
SGDClassifier,0.9,0.5,0.75,0.39740259740259737
